Response ID,Your name,Name of School,"Is the school a boys' school, mixed school or girls' school?","Is the school boarding, day or both?",What is the total number of students in the school?,County where the school is located ,School postal address ,School email Address,School telephone Number,What is your primary role in the school?,What is your professional title?,Please select the categories you are interested in [Safety and security],Please select the categories you are interested in [Business/entrepreneurship development],Please select the categories you are interested in [Career development],"Please select the categories you are interested in [STEM Education (Science, Technology, Engineering & Mathematics)]",Please select the categories you are interested in [Governance],Please select the categories you are interested in [Co-curricular activities],Please select the categories you are interested in [Academics],Please select the categories you are interested in [Character and creativity],What are the measures put in place for safety and security?,What are the measures taken for preparedness for natural disasters?,"Do you have adequate fire extinguishers installed, catering for the whole school?",Do you have CCTVs cameras in place?,How often do you have fire drills? ,"Are doors and windows in the (classrooms, dormitories) outward opening?",Which security measures do you take at night?,Do you have a disaster plan policy document?,What other measures are taken to ensure safety?,Do you have fire assembly areas?,How many?,"Are you a member of any organization that is associated with safety and security e.g. Red Cross, St. John Ambulance",Which one?, Do you have trainings on first aid and disaster preparedness?,Do you encourage students to be entrepreneurs?,Please explain, Does your school have business/entrepreneurship projects?,Which particular projects?,Mention the number of student-led projects running in the school,Do you have business related clubs?,Does your school engage in business/ entrepreneurship competitions?,Please explain which competitions?,Do you have a career development programme?,Do you invite institutions of higher learning/experts to talk to your students?,Specify which ones,Do you take your students on academic tours?,For how long has the STEM education been in existence in your school?,How many awards have you won in the STEM education? (please indicate if internal or external),Specify which award e.g. Science Congress,What kind of facilities do you have for STEM education?,Has the schools received any recognition on STEM education in the last 2 years?,Please mention them,How would you rate your school in terms of technology deployment for teaching and learning?,Which type of teaching methods do you use when it comes to STEM education?,Which criteria do you use to determine success in the STEM education?,Which ICT resources are present in the school for learning purposes?,Do students choose their leaders?,Do they have fair and transparent elections? Please explain,Is the student leadership involved in solving disciplinary issues?,"Do students understand your mission, vision and strategic plan?",Do students live the values of the school?,"Do students implement the vision, mission and values of the school?",How many male teachers do you have?,How many female teachers do you have?,Does your school have a disciplinary policy document?,What measures does the school have for reporting back to parents?,What are the processes for communication between parents and school?,How does the school practise Corporate Social Responsibility?,How many hours per week are spent in co-curricular activities?,Name the facilities available for use in sports and clubs?,Which sports programmes are available in the school?,Do you offer sports scholarships?,How often do you participate in sports competitions with other schools?,"Has your school been recognized or awarded in sports, in the last 2 years?",Specify how,Who trains the students in sports?,Do you provide professional training for the trainers?,What is the number of students involved in competitive sports programmes? (please specify per sporting area),How many sports scholarships have you offered in the last 1 year?,Which sports scholarships do you offer?,Which talent programmes are available in the school?,Which facilities and equipment are available for talent development?,"What programmes do you have for identifying, nurturing and developing talent?","Has your school been recognized or awarded in talent development, in the last 2 years?",Specify how,Who trains the students in talent development?,Do you provide professional training for the trainers?,Which ones?,Do you have programmes for talent linkage with the industry?,Which ones?,Do you offer scholarships for talent development?,Which ones,Which non-examinable subjects are offered by the school?,How many subject options does your school have?,Which type of cultural exchange programmes does the school have?,How often does you school engage in symposiums?,Does your school cater for students with special needs?,How?,What is the student-teacher ratio?         ,Which programmes do you have for identifying and nurturing character?,Do you expose your students to activities of different diverse cultures?,Which ones?,"Is your school a member of programmes such as Scouting, Girl guides, Presidential Awards, or outward bound?",Please indicate them,"To what extent do you agree with the following statements in relation to your school? [Students, teachers, and leaders understand how to de?ne and analyse the di?erent elements of a problem]",To what extent do you agree with the following statements in relation to your school? [Teachers demonstrate knowledge and interest in what they teach],To what extent do you agree with the following statements in relation to your school? [The school challenges the way things are done and encourage everyone to learn and grow],To what extent do you agree with the following statements in relation to your school? [The school provides encouragement and time for everyone to re?ect on how they can improve],To what extent do you agree with the following statements in relation to your school? [Meetings allow time for honest discussion and debate]
44,Diana GPTS 011,School 011,,,,,PO BOX 011,school@email.com11,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Diana GPTS 012,School 012,,,,,PO BOX 012,school@email.com12,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Diana GPTS 013,School 013,,,,,PO BOX 013,school@email.com13,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Diana GPTS 014,School 014,Boys' School,Boarding school,,,PO BOX 014,school@email.com14,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Diana GPTS 015,School 015,,,,,PO BOX 015,school@email.com15,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Diana GPTS 016,School 016,,,,,PO BOX 016,school@email.com16,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Diana GPTS 017,School 017,Mixed School,Day school,600,Kisumu ,PO BOX 017,school@email.com17,9000001,Co-operate with fellow students and teachers to achieve our goals ,Journalist,No,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Diana GPTS 018,School 018,,,,,PO BOX 018,school@email.com18,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Diana GPTS 019,School 019,Mixed School,Both boarding and day,,Kiambu,PO BOX 019,school@email.com19,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Diana GPTS 020,School 020,,,,,PO BOX 020,school@email.com20,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Diana GPTS 021,School 021,,,,,PO BOX 021,school@email.com21,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Diana GPTS 022,School 022,,,,,PO BOX 022,school@email.com22,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Diana GPTS 023,School 023,,,,,PO BOX 023,school@email.com23,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Diana GPTS 024,School 024,Mixed School,Day school,280,,PO BOX 024,school@email.com24,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Diana GPTS 025,School 025,Mixed School,Day school,70,Nairobi,PO BOX 025,school@email.com25,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Diana GPTS 026,School 026,,,,,PO BOX 026,school@email.com26,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Diana GPTS 027,School 027,,,,,PO BOX 027,school@email.com27,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Diana GPTS 028,School 028,,,,,PO BOX 028,school@email.com28,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Diana GPTS 029,School 029,,,,,PO BOX 029,school@email.com29,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Diana GPTS 030,School 030,Mixed School,Day school,673,BUSIA,PO BOX 030,school@email.com30,9000001,HEADTEACHER ,HEADTEACHER,Yes,No,No,No,No,No,No,No,"Provision of ramps on classrooms and construction of Varandas.
planting of trees and grass on the field
","provision of thunder arrester 
construction of terraces to control the run off 
construction of a permanent parade ground
fencing the school compound using metallic bars ",No,No,Sometimes,No,we have security lights and the watchman ,No,as mentioned above ,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Diana GPTS 031,School 031,Girls' School,Boarding school,150,HOMABAY ,PO BOX 031,school@email.com31,9000001,"As the director of the school, i give direction to the school administration on the various day to day programs to ensure that the school's mission and vision are achieved not forgetting the implementation of both curriculum and co-curriculum activities.  I also engage administrators in planning, promotion and marketing of values of our school in line with goals of education.   And more so, as reflected in our motto, ""Achieving excellence together"".  As a christian based institution, i work hand in hand with our chaplains and the entire teaching fraternity toward the achievement of our mission, ""To provide all round education, which is harmonious developemnt of spiritual, physical, intellectual and social powers."" in line with our vision which is education for all.",Teacher,No,No,Yes,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Nairobi University,Yes,,,,,,,,,,,,,,,,,,,,,,,4 Hours ,"1 Football pitch, 4 Netball pitches, 2 Volleyball pitches, musical instruments ","Football, Netball and Volleyball",No,Always,Yes,Zonal Level number 1 in Netball and number 3 in Football,Teachers,"Yes, once in a while","Football 24, Netball 14, Volleyball 14",None,None,"Singing, Dancing, Public speaking",Musical Instrument,Talent shows and music Festival,No,,Talents Development Teachers,No,,No,,No,,Life skills and P.E,10,None,Termly,No,,1:35,Guidance and Counseling,Yes,Music and Drama Festivals,Yes,Scouting and Girl guide,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
65,Diana GPTS 032,School 032,Mixed School,Day school,135,KISUMU COUNTY,PO BOX 032,school@email.com32,9000001,manager,accountant,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,regular supervision by teachers and security personnel,regular training of school scouting team,No,No,Rarely,No,security guards,Yes,we partner with other organization to help us make sensitization ,No,,No,,Yes,Yes,during business classes,No,,life skill club,No,No,,Yes,Yes,Kisumu poly and other local institution around,Yes,since the school was started,0,participated but we have not worn any,lab and other learning materials,No,,Good,lap tops and projecter,when there is improvement in performance ,"laptop, projector and wife connection",Yes,yes,Yes,Yes,Yes,Yes,8,3,yes,through letters and phone communication,phone and letters,"helping bright ,needy and talented students apart from that we partner with county government at time to do the clean up and plant trees in town",1,playing fields in a nearby school cause we have minimal space at our school,soccer both boys and girls volley ball boys,Yes,Always,Yes,in soccer tournament in town and has been sub county champions thrice,we have hired coaches and teachers,yes,soccer 24 volley ball 12,20,talented students pay half school fees and others pay nothing,"soccer, volley ball ","balls, nets, cones and some improvised tools",we normally identify talent from primary schools and the community around,No,,teachers and identified coaches,Yes,soccer and volley ball clinic,Yes,we work with clubs for parnership,Yes,paying half school fees and others paying nothing,computer,two,culture day,having debates  in school on clubs day,Yes,slow learners,1 to 10,slow leaners and weak students,Yes,having programs with our partners from Europe,Yes,scouts ,Agree,Strongly agree,Agree,Agree,Agree
66,Diana GPTS 033,School 033,Boys' School,Boarding school,1300,Gilgil,PO BOX 033,school@email.com33,9000001,Career development ,Doctor in academics ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Diana GPTS 034,School 034,,,,,PO BOX 034,school@email.com34,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Diana GPTS 035,School 035,Boys' School,Both boarding and day,45,Kiambu,PO BOX 035,school@email.com35,9000001,Principal,Mr.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Diana GPTS 036,School 036,,,,,PO BOX 036,school@email.com36,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Diana GPTS 037,School 037,Mixed School,Both boarding and day,215,Kiambu,PO BOX 037,school@email.com37,9000001,School  Manager,Teacher/Cleagy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Diana GPTS 038,School 038,,,,,PO BOX 038,school@email.com38,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Diana GPTS 039,School 039,,,,,PO BOX 039,school@email.com39,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Diana GPTS 040,School 040,Mixed School,Day school,500,Garissa,PO BOX 040,school@email.com40,9000001,School Administrator,Mr,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Perimeter wall fence with razor sharp wire, secured play areas for children clearly demarcated & lockable class sections with modern facilities to keep learners safe. In addition the school hires private security guards and engages armed police officers to provide all round security during school hours. There is controlled entry and exit to ensure learners and staff safety at all times.","There are designated assembly points in the kindergarten, primary and senior school as well as sufficient grounds and places of sanctuary for learners should there be any catastrophes. Two emergency entry and exit points on either side of the school compound. In-house trained fire marshals and first aiders under the supervision of the school Nurse Aid.",No,No,Often,No,Two night guards with a security company back up and police patrol from the local police post deployed as necessary.,No,The school has established staff WhatsApp group in which emerging intelligence is shared. List of necessary security and emergency contact personnel is updated regularly and availed to administrative assistants for quick coordination. Regular visits to/by County & subcounty security chiefs to assess risks and advise on likely remedies. ,Yes,4,Yes,St. John's Ambulance,Yes,Yes,"As part of the school business curriculum, form 3 & 4 students undertake review of the school canteen sales, stock and recommend additions and changes to the same.",Yes,Hiring of graduation gowns and trappers for building.,School Canteen,No,No,,Yes,Yes,"Garissa University
NEP Technical College
Umma University
Mt. Kenya University",Yes,It's still in it's infancy,0,None,"Science Labs, Computer Labs & Land for Agriculture",No,,Neither good nor bad,"Whiteboards, Computer Labs, Internet Access",None,"Desktops, printers, laptops, WiFi hotspot, photocopy machines",Yes,Classes do election of class representatives and then teachers assign specific roles.,Yes,Yes,Yes,Yes,33,21,Yes,"Parents meetings, school newsletters, parent-teacher-student face to face sessions, school diaries, text messaging.","Letters, phone calls, text messages, newsletters, notes in the diary","Tree planting via establishment of tree nursery, provision of water to community neighboring school, hosting safaricom base station, providing sponsorship and scholarships to destitute community members and staff children.",9,"Basketball, soccer, recreation area, table tennis facilities available in school","Soccer, netball, volleyball & basketball courts",No,Often,No,,Games teachers and class teachers during physical education classes.,No,"Soccer - 64
Basketball - 43
Netball - 21
Volleyball - 38",0,None,Debating & Public Speaking,"School Multipurpose Hall, Library & Computer Lab with internet access.",Inter class debating competition and mjadala,Yes,3rd Position on Northern Kenya in the Great Debater's Contest,Language teachers for English and Kiswahili.,Yes,Great Debater's Contest Annual Patrons Training,No,,No,,None ,12,None,Ocassionally when planned by the County Education Office,No,,1:15,Guidance and Counseling program where peer counseling takes place as well as religion specific programs under the PPI hour.,Yes,During annual school trip we engage learners in visiting diverse areas which are different from Garissa which is predominantly inhabited by people of one community and religion.,No,,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
74,Diana GPTS 041,School 041,,,,,PO BOX 041,school@email.com41,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Diana GPTS 042,School 042,,,,,PO BOX 042,school@email.com42,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Diana GPTS 043,School 043,,,,,PO BOX 043,school@email.com43,9000001,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
